vehicle_id,vehicle_type,mode,capacity_ton,current_node_id,status,available_from_ts,cost_fixed_vnd,cost_per_km_vnd,speed_kmh,has_reefer,owner_hub_id
VEH_REF8_008,reefer_8t,road,8.000000,HUB_SOCTRANG,available,2024-01-01T00:00:00+07:00,650000.000000,21000.000000,43.000000,True,HUB_SOCTRANG
VEH_REF8_009,reefer_8t,road,8.000000,HUB_VINHLONG,en_route,2024-01-01T00:00:00+07:00,650000.000000,21000.000000,43.000000,True,HUB_VINHLONG
VEH_REF8_010,reefer_8t,road,8.000000,HUB_VINHLONG,en_route,2024-01-01T00:00:00+07:00,650000.000000,21000.000000,43.000000,True,HUB_VINHLONG
VEH_REF8_011,reefer_8t,road,8.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,650000.000000,21000.000000,43.000000,True,
VEH_REF8_012,reefer_8t,road,8.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,650000.000000,21000.000000,43.000000,True,
VEH_REF8_013,reefer_8t,road,8.000000,CT_HUB,maintenance,2024-01-01T00:00:00+07:00,650000.000000,21000.000000,43.000000,True,
VEH_REF8_014,reefer_8t,road,8.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,650000.000000,21000.000000,43.000000,True,
VEH_BOAT50_001,boat_50t,water,50.000000,HUB_VITHANH,available,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,HUB_VITHANH
VEH_BOAT50_002,boat_50t,water,50.000000,HUB_VITHANH,maintenance,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,HUB_VITHANH
VEH_BOAT50_003,boat_50t,water,50.000000,HUB_LONGXUYEN,en_route,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,HUB_LONGXUYEN
VEH_BOAT50_004,boat_50t,water,50.000000,HUB_LONGXUYEN,available,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,HUB_LONGXUYEN
VEH_BOAT50_005,boat_50t,water,50.000000,HUB_SOCTRANG,available,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,HUB_SOCTRANG
VEH_BOAT50_006,boat_50t,water,50.000000,HUB_SOCTRANG,available,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,HUB_SOCTRANG
VEH_BOAT50_007,boat_50t,water,50.000000,HUB_VINHLONG,en_route,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,HUB_VINHLONG
VEH_BOAT50_008,boat_50t,water,50.000000,HUB_VINHLONG,reserved,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,HUB_VINHLONG
VEH_BOAT50_009,boat_50t,water,50.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,
VEH_BOAT50_010,boat_50t,water,50.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,
VEH_BOAT50_011,boat_50t,water,50.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,
VEH_BOAT50_012,boat_50t,water,50.000000,CT_HUB,en_route,2024-01-01T00:00:00+07:00,900000.000000,6000.000000,12.000000,False,
VEH_BRG200_001,barge_200t,water,200.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,2500000.000000,9000.000000,10.000000,False,
VEH_BRG200_002,barge_200t,water,200.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,2500000.000000,9000.000000,10.000000,False,
VEH_BRG200_003,barge_200t,water,200.000000,CT_HUB,reserved,2024-01-01T00:00:00+07:00,2500000.000000,9000.000000,10.000000,False,
VEH_BRG200_004,barge_200t,water,200.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,2500000.000000,9000.000000,10.000000,False,
VEH_BRG200_005,barge_200t,water,200.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,2500000.000000,9000.000000,10.000000,False,
VEH_BRG200_006,barge_200t,water,200.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,2500000.000000,9000.000000,10.000000,False,
VEH_BRG200_007,barge_200t,water,200.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,2500000.000000,9000.000000,10.000000,False,
VEH_BRG500_001,barge_500t,water,500.000000,CT_HUB,available,2024-01-01T00:00:00+07:00,5200000.000000,13000.000000,8.500000,False,
VEH_BRG500_002,barge_500t,water,500.000000,CT_HUB,en_route,2024-01-01T00:00:00+07:00,5200000.000000,13000.000000,8.500000,False,
VEH_BRG500_003,barge_500t,water,500.000000,CT_HUB,en_route,2024-01-01T00:00:00+07:00,5200000.000000,13000.000000,8.500000,False,
