note_id,created_at,hub_id,vehicle_id,note_type,constraint_code,is_blocking,valid_until,note_text,evidence_ref,source_type
NOTE_INTAKE_20250105_HUB_VITHANH,2025-01-05T23:00:00+07:00,HUB_VITHANH,,daily_intake,NONE,False,2025-01-06T23:00:00+07:00,"Ngày 2025-01-05, HUB_VITHANH tiếp nhận 3 đơn, tổng 71.4 tấn; 71.4 tấn tương thích đường thủy; 0 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-05:HUB_VITHANH,simulated
NOTE_INTAKE_20250106_HUB_LONGXUYEN,2025-01-06T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,DEADLINE_PRESSURE,False,2025-01-07T23:00:00+07:00,"Ngày 2025-01-06, HUB_LONGXUYEN tiếp nhận 8 đơn, tổng 52.2 tấn; 27.6 tấn tương thích đường thủy; 5 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-06:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250106_HUB_SOCTRANG,2025-01-06T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-07T23:00:00+07:00,"Ngày 2025-01-06, HUB_SOCTRANG tiếp nhận 7 đơn, tổng 43.1 tấn; 34.8 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-06:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250106_HUB_VINHLONG,2025-01-06T23:00:00+07:00,HUB_VINHLONG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-07T23:00:00+07:00,"Ngày 2025-01-06, HUB_VINHLONG tiếp nhận 8 đơn, tổng 36.8 tấn; 35.4 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-06:HUB_VINHLONG,simulated
NOTE_INTAKE_20250106_HUB_VITHANH,2025-01-06T23:00:00+07:00,HUB_VITHANH,,daily_intake,NONE,False,2025-01-07T23:00:00+07:00,"Ngày 2025-01-06, HUB_VITHANH tiếp nhận 4 đơn, tổng 26.6 tấn; 26.6 tấn tương thích đường thủy; 0 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-06:HUB_VITHANH,simulated
NOTE_INTAKE_20250107_HUB_LONGXUYEN,2025-01-07T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,DEADLINE_PRESSURE,False,2025-01-08T23:00:00+07:00,"Ngày 2025-01-07, HUB_LONGXUYEN tiếp nhận 9 đơn, tổng 53.4 tấn; 40.0 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-07:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250107_HUB_SOCTRANG,2025-01-07T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-08T23:00:00+07:00,"Ngày 2025-01-07, HUB_SOCTRANG tiếp nhận 10 đơn, tổng 46.0 tấn; 42.2 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-07:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250107_HUB_VINHLONG,2025-01-07T23:00:00+07:00,HUB_VINHLONG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-08T23:00:00+07:00,"Ngày 2025-01-07, HUB_VINHLONG tiếp nhận 7 đơn, tổng 30.3 tấn; 27.3 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-07:HUB_VINHLONG,simulated
NOTE_INTAKE_20250107_HUB_VITHANH,2025-01-07T23:00:00+07:00,HUB_VITHANH,,daily_intake,DEADLINE_PRESSURE,False,2025-01-08T23:00:00+07:00,"Ngày 2025-01-07, HUB_VITHANH tiếp nhận 8 đơn, tổng 172.0 tấn; 169.8 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-07:HUB_VITHANH,simulated
NOTE_INTAKE_20250108_HUB_LONGXUYEN,2025-01-08T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,NONE,False,2025-01-09T23:00:00+07:00,"Ngày 2025-01-08, HUB_LONGXUYEN tiếp nhận 3 đơn, tổng 16.5 tấn; 16.5 tấn tương thích đường thủy; 0 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-08:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250108_HUB_SOCTRANG,2025-01-08T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,NONE,False,2025-01-09T23:00:00+07:00,"Ngày 2025-01-08, HUB_SOCTRANG tiếp nhận 4 đơn, tổng 36.5 tấn; 36.5 tấn tương thích đường thủy; 0 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-08:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250108_HUB_VINHLONG,2025-01-08T23:00:00+07:00,HUB_VINHLONG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-09T23:00:00+07:00,"Ngày 2025-01-08, HUB_VINHLONG tiếp nhận 8 đơn, tổng 52.0 tấn; 49.9 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-08:HUB_VINHLONG,simulated
NOTE_INTAKE_20250108_HUB_VITHANH,2025-01-08T23:00:00+07:00,HUB_VITHANH,,daily_intake,DEADLINE_PRESSURE,False,2025-01-09T23:00:00+07:00,"Ngày 2025-01-08, HUB_VITHANH tiếp nhận 14 đơn, tổng 124.8 tấn; 118.5 tấn tương thích đường thủy; 2 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-08:HUB_VITHANH,simulated
NOTE_INTAKE_20250109_HUB_LONGXUYEN,2025-01-09T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,DEADLINE_PRESSURE,False,2025-01-10T23:00:00+07:00,"Ngày 2025-01-09, HUB_LONGXUYEN tiếp nhận 7 đơn, tổng 43.7 tấn; 27.5 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-09:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250109_HUB_SOCTRANG,2025-01-09T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-10T23:00:00+07:00,"Ngày 2025-01-09, HUB_SOCTRANG tiếp nhận 1 đơn, tổng 3.7 tấn; 0.0 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-09:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250109_HUB_VINHLONG,2025-01-09T23:00:00+07:00,HUB_VINHLONG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-10T23:00:00+07:00,"Ngày 2025-01-09, HUB_VINHLONG tiếp nhận 3 đơn, tổng 7.3 tấn; 2.8 tấn tương thích đường thủy; 2 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-09:HUB_VINHLONG,simulated
NOTE_INTAKE_20250109_HUB_VITHANH,2025-01-09T23:00:00+07:00,HUB_VITHANH,,daily_intake,DEADLINE_PRESSURE,False,2025-01-10T23:00:00+07:00,"Ngày 2025-01-09, HUB_VITHANH tiếp nhận 4 đơn, tổng 34.5 tấn; 32.2 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-09:HUB_VITHANH,simulated
NOTE_INTAKE_20250110_HUB_LONGXUYEN,2025-01-10T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,DEADLINE_PRESSURE,False,2025-01-11T23:00:00+07:00,"Ngày 2025-01-10, HUB_LONGXUYEN tiếp nhận 5 đơn, tổng 22.4 tấn; 11.9 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-10:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250110_HUB_SOCTRANG,2025-01-10T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-11T23:00:00+07:00,"Ngày 2025-01-10, HUB_SOCTRANG tiếp nhận 10 đơn, tổng 44.9 tấn; 34.4 tấn tương thích đường thủy; 4 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-10:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250110_HUB_VINHLONG,2025-01-10T23:00:00+07:00,HUB_VINHLONG,,daily_intake,NONE,False,2025-01-11T23:00:00+07:00,"Ngày 2025-01-10, HUB_VINHLONG tiếp nhận 1 đơn, tổng 1.8 tấn; 1.8 tấn tương thích đường thủy; 0 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-10:HUB_VINHLONG,simulated
NOTE_INTAKE_20250110_HUB_VITHANH,2025-01-10T23:00:00+07:00,HUB_VITHANH,,daily_intake,NONE,False,2025-01-11T23:00:00+07:00,"Ngày 2025-01-10, HUB_VITHANH tiếp nhận 5 đơn, tổng 44.8 tấn; 44.8 tấn tương thích đường thủy; 0 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-10:HUB_VITHANH,simulated
NOTE_INTAKE_20250111_HUB_LONGXUYEN,2025-01-11T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,DEADLINE_PRESSURE,False,2025-01-12T23:00:00+07:00,"Ngày 2025-01-11, HUB_LONGXUYEN tiếp nhận 5 đơn, tổng 44.2 tấn; 31.8 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-11:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250111_HUB_SOCTRANG,2025-01-11T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-12T23:00:00+07:00,"Ngày 2025-01-11, HUB_SOCTRANG tiếp nhận 9 đơn, tổng 64.8 tấn; 49.3 tấn tương thích đường thủy; 4 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-11:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250111_HUB_VINHLONG,2025-01-11T23:00:00+07:00,HUB_VINHLONG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-12T23:00:00+07:00,"Ngày 2025-01-11, HUB_VINHLONG tiếp nhận 5 đơn, tổng 31.2 tấn; 27.5 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-11:HUB_VINHLONG,simulated
NOTE_INTAKE_20250111_HUB_VITHANH,2025-01-11T23:00:00+07:00,HUB_VITHANH,,daily_intake,DEADLINE_PRESSURE,False,2025-01-12T23:00:00+07:00,"Ngày 2025-01-11, HUB_VITHANH tiếp nhận 5 đơn, tổng 75.5 tấn; 68.0 tấn tương thích đường thủy; 2 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-11:HUB_VITHANH,simulated
NOTE_INTAKE_20250112_HUB_LONGXUYEN,2025-01-12T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,DEADLINE_PRESSURE,False,2025-01-13T23:00:00+07:00,"Ngày 2025-01-12, HUB_LONGXUYEN tiếp nhận 3 đơn, tổng 20.6 tấn; 16.9 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-12:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250112_HUB_SOCTRANG,2025-01-12T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-13T23:00:00+07:00,"Ngày 2025-01-12, HUB_SOCTRANG tiếp nhận 9 đơn, tổng 35.9 tấn; 18.0 tấn tương thích đường thủy; 5 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-12:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250112_HUB_VINHLONG,2025-01-12T23:00:00+07:00,HUB_VINHLONG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-13T23:00:00+07:00,"Ngày 2025-01-12, HUB_VINHLONG tiếp nhận 4 đơn, tổng 20.1 tấn; 17.0 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-12:HUB_VINHLONG,simulated
NOTE_INTAKE_20250112_HUB_VITHANH,2025-01-12T23:00:00+07:00,HUB_VITHANH,,daily_intake,NONE,False,2025-01-13T23:00:00+07:00,"Ngày 2025-01-12, HUB_VITHANH tiếp nhận 3 đơn, tổng 18.5 tấn; 18.5 tấn tương thích đường thủy; 0 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-12:HUB_VITHANH,simulated
NOTE_INTAKE_20250113_HUB_LONGXUYEN,2025-01-13T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,DEADLINE_PRESSURE,False,2025-01-14T23:00:00+07:00,"Ngày 2025-01-13, HUB_LONGXUYEN tiếp nhận 7 đơn, tổng 48.7 tấn; 35.3 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-13:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250113_HUB_SOCTRANG,2025-01-13T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-14T23:00:00+07:00,"Ngày 2025-01-13, HUB_SOCTRANG tiếp nhận 4 đơn, tổng 44.8 tấn; 42.3 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-13:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250113_HUB_VINHLONG,2025-01-13T23:00:00+07:00,HUB_VINHLONG,,daily_intake,NONE,False,2025-01-14T23:00:00+07:00,"Ngày 2025-01-13, HUB_VINHLONG tiếp nhận 3 đơn, tổng 18.6 tấn; 18.6 tấn tương thích đường thủy; 0 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-13:HUB_VINHLONG,simulated
NOTE_INTAKE_20250113_HUB_VITHANH,2025-01-13T23:00:00+07:00,HUB_VITHANH,,daily_intake,DEADLINE_PRESSURE,False,2025-01-14T23:00:00+07:00,"Ngày 2025-01-13, HUB_VITHANH tiếp nhận 6 đơn, tổng 44.8 tấn; 30.4 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-13:HUB_VITHANH,simulated
NOTE_INTAKE_20250114_HUB_LONGXUYEN,2025-01-14T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,DEADLINE_PRESSURE,False,2025-01-15T23:00:00+07:00,"Ngày 2025-01-14, HUB_LONGXUYEN tiếp nhận 7 đơn, tổng 44.2 tấn; 27.7 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-14:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250114_HUB_SOCTRANG,2025-01-14T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-15T23:00:00+07:00,"Ngày 2025-01-14, HUB_SOCTRANG tiếp nhận 6 đơn, tổng 28.2 tấn; 19.9 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-14:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250114_HUB_VINHLONG,2025-01-14T23:00:00+07:00,HUB_VINHLONG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-15T23:00:00+07:00,"Ngày 2025-01-14, HUB_VINHLONG tiếp nhận 4 đơn, tổng 23.0 tấn; 21.6 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-14:HUB_VINHLONG,simulated
NOTE_INTAKE_20250114_HUB_VITHANH,2025-01-14T23:00:00+07:00,HUB_VITHANH,,daily_intake,DEADLINE_PRESSURE,False,2025-01-15T23:00:00+07:00,"Ngày 2025-01-14, HUB_VITHANH tiếp nhận 5 đơn, tổng 52.8 tấn; 49.2 tấn tương thích đường thủy; 1 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-14:HUB_VITHANH,simulated
NOTE_INTAKE_20250115_HUB_LONGXUYEN,2025-01-15T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,NONE,False,2025-01-16T23:00:00+07:00,"Ngày 2025-01-15, HUB_LONGXUYEN tiếp nhận 7 đơn, tổng 41.3 tấn; 41.3 tấn tương thích đường thủy; 0 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-15:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250115_HUB_SOCTRANG,2025-01-15T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-16T23:00:00+07:00,"Ngày 2025-01-15, HUB_SOCTRANG tiếp nhận 11 đơn, tổng 49.3 tấn; 30.8 tấn tương thích đường thủy; 5 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-15:HUB_SOCTRANG,simulated
NOTE_INTAKE_20250115_HUB_VINHLONG,2025-01-15T23:00:00+07:00,HUB_VINHLONG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-16T23:00:00+07:00,"Ngày 2025-01-15, HUB_VINHLONG tiếp nhận 5 đơn, tổng 37.9 tấn; 32.4 tấn tương thích đường thủy; 2 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-15:HUB_VINHLONG,simulated
NOTE_INTAKE_20250115_HUB_VITHANH,2025-01-15T23:00:00+07:00,HUB_VITHANH,,daily_intake,DEADLINE_PRESSURE,False,2025-01-16T23:00:00+07:00,"Ngày 2025-01-15, HUB_VITHANH tiếp nhận 5 đơn, tổng 35.6 tấn; 28.8 tấn tương thích đường thủy; 2 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-15:HUB_VITHANH,simulated
NOTE_INTAKE_20250116_HUB_LONGXUYEN,2025-01-16T23:00:00+07:00,HUB_LONGXUYEN,,daily_intake,DEADLINE_PRESSURE,False,2025-01-17T23:00:00+07:00,"Ngày 2025-01-16, HUB_LONGXUYEN tiếp nhận 6 đơn, tổng 31.0 tấn; 21.8 tấn tương thích đường thủy; 2 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-16:HUB_LONGXUYEN,simulated
NOTE_INTAKE_20250116_HUB_SOCTRANG,2025-01-16T23:00:00+07:00,HUB_SOCTRANG,,daily_intake,DEADLINE_PRESSURE,False,2025-01-17T23:00:00+07:00,"Ngày 2025-01-16, HUB_SOCTRANG tiếp nhận 6 đơn, tổng 36.9 tấn; 26.5 tấn tương thích đường thủy; 3 đơn priority 4–5. Đây là ghi chú quan sát, không phải route recommendation.",orders:2025-01-16:HUB_SOCTRANG,simulated
