ts,fuel_type,price_vnd_per_liter,adjustment_date,source_type
2024-06-03T00:00:00+07:00,diesel_005s,21692.286615,2024-06-03,simulated
2024-06-03T00:00:00+07:00,gasoline,21700.240627,2024-06-03,simulated
2024-06-03T00:00:00+07:00,marine_diesel,19006.567942,2024-06-03,simulated
2024-06-17T00:00:00+07:00,diesel_005s,20463.005497,2024-06-17,simulated
2024-06-17T00:00:00+07:00,gasoline,21829.606780,2024-06-17,simulated
2024-06-17T00:00:00+07:00,marine_diesel,19376.312879,2024-06-17,simulated
2024-07-01T00:00:00+07:00,diesel_005s,20205.442490,2024-07-01,simulated
2024-07-01T00:00:00+07:00,gasoline,21388.815442,2024-07-01,simulated
2024-07-01T00:00:00+07:00,marine_diesel,19904.810100,2024-07-01,simulated
2024-07-15T00:00:00+07:00,diesel_005s,20828.824942,2024-07-15,simulated
2024-07-15T00:00:00+07:00,gasoline,21172.443637,2024-07-15,simulated
2024-07-15T00:00:00+07:00,marine_diesel,19616.682712,2024-07-15,simulated
2024-07-29T00:00:00+07:00,diesel_005s,21268.528149,2024-07-29,simulated
2024-07-29T00:00:00+07:00,gasoline,21500.376342,2024-07-29,simulated
2024-07-29T00:00:00+07:00,marine_diesel,20481.012515,2024-07-29,simulated
2024-08-12T00:00:00+07:00,diesel_005s,21017.725618,2024-08-12,simulated
2024-08-12T00:00:00+07:00,gasoline,22342.808557,2024-08-12,simulated
2024-08-12T00:00:00+07:00,marine_diesel,20824.739643,2024-08-12,simulated
2024-08-26T00:00:00+07:00,diesel_005s,21846.406150,2024-08-26,simulated
2024-08-26T00:00:00+07:00,gasoline,21739.399618,2024-08-26,simulated
2024-08-26T00:00:00+07:00,marine_diesel,19203.296922,2024-08-26,simulated
2024-09-09T00:00:00+07:00,diesel_005s,21750.184437,2024-09-09,simulated
2024-09-09T00:00:00+07:00,gasoline,20931.025248,2024-09-09,simulated
2024-09-09T00:00:00+07:00,marine_diesel,19170.874345,2024-09-09,simulated
2024-09-23T00:00:00+07:00,diesel_005s,22042.939088,2024-09-23,simulated
2024-09-23T00:00:00+07:00,gasoline,21033.723967,2024-09-23,simulated
2024-09-23T00:00:00+07:00,marine_diesel,19610.358262,2024-09-23,simulated
2024-10-07T00:00:00+07:00,diesel_005s,22066.698027,2024-10-07,simulated
2024-10-07T00:00:00+07:00,gasoline,20191.226288,2024-10-07,simulated
2024-10-07T00:00:00+07:00,marine_diesel,19288.116192,2024-10-07,simulated
2024-10-21T00:00:00+07:00,diesel_005s,22043.170673,2024-10-21,simulated
2024-10-21T00:00:00+07:00,gasoline,19447.302899,2024-10-21,simulated
2024-10-21T00:00:00+07:00,marine_diesel,19401.546833,2024-10-21,simulated
2024-11-04T00:00:00+07:00,diesel_005s,21890.870205,2024-11-04,simulated
2024-11-04T00:00:00+07:00,gasoline,19062.157721,2024-11-04,simulated
2024-11-04T00:00:00+07:00,marine_diesel,19418.922156,2024-11-04,simulated
2024-11-18T00:00:00+07:00,diesel_005s,21102.696640,2024-11-18,simulated
2024-11-18T00:00:00+07:00,gasoline,19489.841581,2024-11-18,simulated
2024-11-18T00:00:00+07:00,marine_diesel,19388.548587,2024-11-18,simulated
2024-12-02T00:00:00+07:00,diesel_005s,20851.874514,2024-12-02,simulated
2024-12-02T00:00:00+07:00,gasoline,18999.644147,2024-12-02,simulated
2024-12-02T00:00:00+07:00,marine_diesel,19702.126514,2024-12-02,simulated
2024-12-16T00:00:00+07:00,diesel_005s,20091.054932,2024-12-16,simulated
2024-12-16T00:00:00+07:00,gasoline,19673.648437,2024-12-16,simulated
2024-12-16T00:00:00+07:00,marine_diesel,20221.237966,2024-12-16,simulated
2024-12-30T00:00:00+07:00,diesel_005s,20631.031238,2024-12-30,simulated
2024-12-30T00:00:00+07:00,gasoline,20243.918295,2024-12-30,simulated
2024-12-30T00:00:00+07:00,marine_diesel,19840.085619,2024-12-30,simulated
