date,hub_id,rainfall_3d_mm,flood_risk_3d,salinity_risk_14d,supply_factor,delay_factor,priority_add,road_capacity_factor,freight_weather_factor
2024-01-26,HUB_SOCTRANG,8.638229,0.002547,0.550000,0.975143,1.039771,0.054685,0.965201,1.029828
2024-01-26,HUB_VINHLONG,7.527907,0.002220,0.247500,1.002414,1.000000,0.000000,1.000000,1.000000
2024-01-26,HUB_VITHANH,7.553655,0.002227,0.302500,0.997463,1.004059,0.005581,0.996448,1.003044
2024-01-27,HUB_LONGXUYEN,9.354419,0.002758,0.099000,1.015704,1.000000,0.000000,1.000000,1.000000
2024-01-27,HUB_SOCTRANG,9.484590,0.002797,0.550000,0.975108,1.039826,0.054761,0.965152,1.029870
2024-01-27,HUB_VINHLONG,9.155265,0.002700,0.247500,1.002347,1.000000,0.000000,1.000000,1.000000
2024-01-27,HUB_VITHANH,9.270825,0.002734,0.302500,0.997392,1.004172,0.005737,0.996349,1.003129
2024-01-28,HUB_LONGXUYEN,9.391655,0.002769,0.099000,1.015702,1.000000,0.000000,1.000000,1.000000
2024-01-28,HUB_SOCTRANG,9.679234,0.002854,0.550000,0.975100,1.039839,0.054779,0.965141,1.029879
2024-01-28,HUB_VINHLONG,9.734372,0.002870,0.247500,1.002323,1.000000,0.000000,1.000000,1.000000
2024-01-28,HUB_VITHANH,9.610381,0.002834,0.302500,0.997378,1.004195,0.005768,0.996330,1.003146
2024-01-29,HUB_LONGXUYEN,12.411389,0.003660,0.099000,1.015578,1.000000,0.000000,1.000000,1.000000
2024-01-29,HUB_SOCTRANG,13.385156,0.003947,0.550000,0.974947,1.040084,0.055116,0.964926,1.030063
2024-01-29,HUB_VINHLONG,13.468372,0.003971,0.247500,1.002169,1.000000,0.000000,1.000000,1.000000
2024-01-29,HUB_VITHANH,13.290606,0.003919,0.302500,0.997226,1.004438,0.006102,0.996117,1.003328
2024-01-30,HUB_LONGXUYEN,11.536433,0.003402,0.099000,1.015614,1.000000,0.000000,1.000000,1.000000
2024-01-30,HUB_SOCTRANG,13.119235,0.003868,0.550000,0.974958,1.040067,0.055091,0.964942,1.030050
2024-01-30,HUB_VINHLONG,12.662144,0.003734,0.247500,1.002202,1.000000,0.000000,1.000000,1.000000
2024-01-30,HUB_VITHANH,12.742797,0.003757,0.302500,0.997249,1.004402,0.006052,0.996149,1.003301
2024-01-31,HUB_LONGXUYEN,12.763540,0.003764,0.099000,1.015563,1.000000,0.000000,1.000000,1.000000
2024-01-31,HUB_SOCTRANG,13.652377,0.004026,0.550000,0.974936,1.040102,0.055140,0.964911,1.030076
2024-01-31,HUB_VINHLONG,12.623127,0.003722,0.247500,1.002204,1.000000,0.000000,1.000000,1.000000
2024-01-31,HUB_VITHANH,13.404927,0.003953,0.302500,0.997222,1.004445,0.006112,0.996110,1.003334
2024-02-01,HUB_LONGXUYEN,10.126686,0.002986,0.099000,1.015672,1.000000,0.000000,1.000000,1.000000
2024-02-01,HUB_SOCTRANG,9.955478,0.002936,0.550000,0.975089,1.039858,0.054804,0.965125,1.029893
2024-02-01,HUB_VINHLONG,8.946689,0.002638,0.247500,1.002356,1.000000,0.000000,1.000000,1.000000
2024-02-01,HUB_VITHANH,10.120239,0.002984,0.302500,0.997357,1.004228,0.005814,0.996300,1.003171
2024-02-02,HUB_LONGXUYEN,6.030867,0.001778,0.099000,1.015841,1.000000,0.000000,1.000000,1.000000
2024-02-02,HUB_SOCTRANG,5.579861,0.001645,0.550000,0.975270,1.039569,0.054407,0.965378,1.029676
2024-02-02,HUB_VINHLONG,4.435642,0.001308,0.247500,1.002542,1.000000,0.000000,1.000000,1.000000
2024-02-02,HUB_VITHANH,5.508314,0.001624,0.302500,0.997548,1.003924,0.005395,0.996567,1.002943
2024-02-03,HUB_LONGXUYEN,3.980253,0.001174,0.099000,0.990926,1.014519,0.019963,0.987296,1.010889
2024-02-03,HUB_SOCTRANG,4.190997,0.001236,0.550000,0.975327,1.039477,0.054281,0.965458,1.029608
2024-02-03,HUB_VINHLONG,2.907428,0.000857,0.247500,0.977605,1.035832,0.049269,0.968647,1.026874
2024-02-03,HUB_VITHANH,4.352533,0.001283,0.302500,0.997595,1.003848,0.005290,0.996633,1.002886
2024-02-04,HUB_LONGXUYEN,2.689498,0.000793,0.099000,0.990979,1.014434,0.019846,0.987371,1.010825
2024-02-04,HUB_SOCTRANG,3.462932,0.001021,0.550000,0.950357,1.079429,0.109215,0.930500,1.059572
2024-02-04,HUB_VINHLONG,2.756977,0.000813,0.247500,0.977611,1.035822,0.049255,0.968656,1.026867
2024-02-04,HUB_VITHANH,3.142881,0.000927,0.302500,0.972645,1.043768,0.060180,0.961703,1.032826
2024-02-05,HUB_LONGXUYEN,3.636657,0.001072,0.099000,0.990940,1.014496,0.019932,0.987316,1.010872
2024-02-05,HUB_SOCTRANG,3.731386,0.001100,0.550000,0.950346,1.079446,0.109239,0.930484,1.059585
2024-02-05,HUB_VINHLONG,3.457732,0.001020,0.247500,0.977582,1.035868,0.049319,0.968615,1.026901
2024-02-05,HUB_VITHANH,3.525166,0.001040,0.302500,0.972629,1.043793,0.060215,0.961681,1.032845
2024-02-06,HUB_LONGXUYEN,5.794610,0.001709,0.099000,1.015851,1.000000,0.000000,1.000000,1.000000
2024-02-06,HUB_SOCTRANG,6.425896,0.001895,0.550000,0.975235,1.039624,0.054484,0.965329,1.029718
2024-02-06,HUB_VINHLONG,6.051049,0.001784,0.247500,1.002475,1.000000,0.000000,1.000000,1.000000
2024-02-06,HUB_VITHANH,5.578061,0.001645,0.302500,0.997545,1.003928,0.005402,0.996563,1.002946
2024-02-07,HUB_LONGXUYEN,7.656150,0.002258,0.099000,1.015774,1.000000,0.000000,1.000000,1.000000
2024-02-07,HUB_SOCTRANG,8.193552,0.002416,0.550000,0.975162,1.039741,0.054644,0.965226,1.029806
2024-02-07,HUB_VINHLONG,7.388497,0.002179,0.247500,1.002420,1.000000,0.000000,1.000000,1.000000
2024-02-07,HUB_VITHANH,7.118036,0.002099,0.302500,0.997481,1.004030,0.005541,0.996474,1.003023
2024-02-08,HUB_LONGXUYEN,5.914777,0.001744,0.102857,1.015499,1.000000,0.000000,1.000000,1.000000
2024-02-08,HUB_SOCTRANG,6.789638,0.002002,0.571429,0.973291,1.042734,0.058759,0.962608,1.032051
2024-02-08,HUB_VINHLONG,6.644521,0.001959,0.257143,1.001583,1.000000,0.000000,1.000000,1.000000
2024-02-08,HUB_VITHANH,5.818210,0.001716,0.314286,0.996474,1.005641,0.007757,0.995064,1.004231
2024-02-09,HUB_LONGXUYEN,13.136347,0.003874,0.106714,1.014853,1.000000,0.000000,1.000000,1.000000
2024-02-09,HUB_SOCTRANG,14.304352,0.004218,0.592857,0.971052,1.046316,0.063685,0.959473,1.034737
2024-02-09,HUB_VINHLONG,13.948027,0.004113,0.266786,1.000413,1.000000,0.000000,1.000000,1.000000
2024-02-09,HUB_VITHANH,12.910966,0.003807,0.326071,0.995121,1.007807,0.010735,0.993169,1.005855
2024-02-10,HUB_LONGXUYEN,13.283480,0.003917,0.110571,1.014500,1.000000,0.000000,1.000000,1.000000
2024-02-10,HUB_SOCTRANG,14.482455,0.004270,0.614286,0.969116,1.049414,0.067944,0.956763,1.037060
2024-02-10,HUB_VINHLONG,13.956986,0.004116,0.276429,0.999545,1.000728,0.001000,0.999363,1.000546
2024-02-10,HUB_VITHANH,13.902913,0.004100,0.337857,0.994019,1.009570,0.013158,0.991626,1.007177
2024-02-11,HUB_LONGXUYEN,14.211411,0.004191,0.114429,1.014115,1.000000,0.000000,1.000000,1.000000
2024-02-11,HUB_SOCTRANG,15.834370,0.004669,0.635714,0.967132,1.052589,0.072310,0.953985,1.039442
2024-02-11,HUB_VINHLONG,14.008407,0.004131,0.286071,0.998675,1.002120,0.002914,0.998145,1.001590
2024-02-11,HUB_VITHANH,14.619083,0.004311,0.349643,0.992929,1.011314,0.015557,0.990100,1.008486
2024-02-12,HUB_LONGXUYEN,7.633834,0.002251,0.118286,1.014039,1.000000,0.000000,1.000000,1.000000
2024-02-12,HUB_SOCTRANG,8.813342,0.002599,0.657143,0.965493,1.055211,0.075915,0.951691,1.041408
2024-02-12,HUB_VINHLONG,7.168282,0.002114,0.295714,0.998090,1.003056,0.004202,0.997326,1.002292
2024-02-12,HUB_VITHANH,7.904851,0.002331,0.361429,0.992145,1.012568,0.017281,0.989003,1.009426
2024-02-13,HUB_LONGXUYEN,6.407616,0.001889,0.122143,1.013743,1.000000,0.000000,1.000000,1.000000
2024-02-13,HUB_SOCTRANG,7.399307,0.002182,0.678571,0.963623,1.058203,0.080029,0.949072,1.043652
2024-02-13,HUB_VINHLONG,5.631211,0.001660,0.305357,0.997285,1.004343,0.005972,0.996200,1.003258
2024-02-13,HUB_VITHANH,5.464872,0.001611,0.373214,0.991185,1.014104,0.019393,0.987659,1.010578
2024-02-14,HUB_LONGXUYEN,6.330670,0.001867,0.126000,1.013399,1.000000,0.000000,1.000000,1.000000
2024-02-14,HUB_SOCTRANG,6.826705,0.002013,0.700000,0.961718,1.061251,0.084220,0.946405,1.045938
2024-02-14,HUB_VINHLONG,6.096697,0.001798,0.315000,0.996398,1.005763,0.007924,0.994958,1.004322
2024-02-14,HUB_VITHANH,5.637270,0.001662,0.385000,0.990117,1.015812,0.021742,0.986164,1.011859
2024-02-15,HUB_LONGXUYEN,5.606921,0.001653,0.129857,1.013081,1.000000,0.000000,1.000000,1.000000
2024-02-15,HUB_SOCTRANG,6.631659,0.001955,0.721429,0.959798,1.064324,0.088445,0.943717,1.048243
2024-02-15,HUB_VINHLONG,5.544729,0.001635,0.324643,0.995553,1.007115,0.009783,0.993775,1.005336
2024-02-15,HUB_VITHANH,4.766181,0.001405,0.396786,0.989093,1.017452,0.023996,0.984730,1.013089
2024-02-16,HUB_LONGXUYEN,4.687493,0.001382,0.133714,1.012772,1.000000,0.000000,1.000000,1.000000
2024-02-16,HUB_SOCTRANG,6.475413,0.001909,0.742857,0.957876,1.067399,0.092674,0.941026,1.050549
2024-02-16,HUB_VINHLONG,5.896219,0.001739,0.334286,0.994671,1.008527,0.011724,0.992539,1.006395
2024-02-16,HUB_VITHANH,5.111621,0.001507,0.408571,0.988018,1.019172,0.026361,0.983225,1.014379
2024-02-17,HUB_LONGXUYEN,4.817700,0.001421,0.137571,1.012420,1.000000,0.000000,1.000000,1.000000
2024-02-17,HUB_SOCTRANG,6.431421,0.001896,0.764286,0.955949,1.070482,0.096913,0.938328,1.052861
2024-02-17,HUB_VINHLONG,5.963155,0.001758,0.343929,0.993800,1.009920,0.013639,0.991320,1.007440
2024-02-17,HUB_VITHANH,5.237973,0.001545,0.420357,0.986952,1.020877,0.028706,0.981732,1.015658
2024-02-18,HUB_LONGXUYEN,4.099890,0.001209,0.141429,1.012102,1.000000,0.000000,1.000000,1.000000
2024-02-18,HUB_SOCTRANG,4.861592,0.001434,0.785714,0.954085,1.073464,0.101013,0.935719,1.055098
2024-02-18,HUB_VINHLONG,5.127143,0.001512,0.353571,0.992967,1.011253,0.015473,0.990154,1.008440
2024-02-18,HUB_VITHANH,4.893732,0.001443,0.432143,0.985905,1.022552,0.031009,0.980267,1.016914
2024-02-19,HUB_LONGXUYEN,5.103293,0.001505,0.145286,1.011714,1.000000,0.000000,1.000000,1.000000
2024-02-19,HUB_SOCTRANG,5.011704,0.001478,0.807143,0.952150,1.076560,0.105269,0.933010,1.057420
2024-02-19,HUB_VINHLONG,4.958323,0.001462,0.363214,0.992106,1.012630,0.017367,0.988948,1.009473
2024-02-19,HUB_VITHANH,5.481946,0.001616,0.443929,0.984820,1.024288,0.033396,0.978748,1.018216
2024-02-20,HUB_LONGXUYEN,5.732109,0.001690,0.149143,1.011341,1.000000,0.000000,1.000000,1.000000
2024-02-20,HUB_SOCTRANG,5.604305,0.001653,0.828571,0.950197,1.079684,0.109566,0.930276,1.059763
2024-02-20,HUB_VINHLONG,5.669519,0.001672,0.372857,0.991209,1.014066,0.019341,0.987692,1.010549
2024-02-20,HUB_VITHANH,6.347867,0.001872,0.455714,0.983724,1.026042,0.035808,0.977213,1.019532
2024-02-21,HUB_LONGXUYEN,7.540578,0.002224,0.153000,1.010919,1.000000,0.000000,1.000000,1.000000
2024-02-21,HUB_SOCTRANG,7.140418,0.002105,0.850000,0.948205,1.082872,0.113948,0.927487,1.062154
2024-02-21,HUB_VINHLONG,7.889270,0.002326,0.382500,0.990249,1.015601,0.021452,0.986349,1.011701
2024-02-21,HUB_VITHANH,7.917792,0.002335,0.467500,0.982598,1.027843,0.038284,0.975637,1.020882
2024-02-22,HUB_LONGXUYEN,10.439721,0.003078,0.153000,1.010799,1.000000,0.000000,1.000000,1.000000
2024-02-22,HUB_SOCTRANG,9.964828,0.002938,0.850000,0.948089,1.083058,0.114205,0.927324,1.062294
2024-02-22,HUB_VINHLONG,10.335760,0.003048,0.382500,0.990148,1.015763,0.021674,0.986208,1.011822
2024-02-22,HUB_VITHANH,10.693154,0.003153,0.467500,0.982484,1.028026,0.038536,0.975477,1.021020
2024-02-23,HUB_LONGXUYEN,14.339982,0.004228,0.153000,1.010638,1.000000,0.000000,1.000000,1.000000
2024-02-23,HUB_SOCTRANG,14.889254,0.004390,0.850000,0.947885,1.083383,0.114652,0.927039,1.062538
2024-02-23,HUB_VINHLONG,14.407850,0.004248,0.382500,0.989980,1.016032,0.022044,0.985972,1.012024
2024-02-23,HUB_VITHANH,14.995934,0.004422,0.467500,0.982306,1.028310,0.038927,0.975228,1.021233
2024-02-24,HUB_LONGXUYEN,13.651806,0.004026,0.153000,1.010666,1.000000,0.000000,1.000000,1.000000
2024-02-24,HUB_SOCTRANG,13.688720,0.004036,0.850000,0.947935,1.083304,0.114543,0.927109,1.062478
2024-02-24,HUB_VINHLONG,12.343698,0.003640,0.382500,0.990065,1.015895,0.021856,0.986092,1.011921
2024-02-24,HUB_VITHANH,13.982892,0.004123,0.467500,0.982348,1.028244,0.038835,0.975287,1.021183
2024-02-25,HUB_LONGXUYEN,10.135774,0.002989,0.153000,1.010812,1.000000,0.000000,1.000000,1.000000
2024-02-25,HUB_SOCTRANG,10.714331,0.003159,0.850000,0.948058,1.083108,0.114273,0.927281,1.062331
2024-02-25,HUB_VINHLONG,9.366035,0.002762,0.382500,0.990188,1.015699,0.021586,0.986264,1.011774
2024-02-25,HUB_VITHANH,10.694509,0.003153,0.467500,0.982484,1.028026,0.038536,0.975477,1.021020
2024-02-26,HUB_LONGXUYEN,5.787470,0.001707,0.153000,1.010991,1.000000,0.000000,1.000000,1.000000
2024-02-26,HUB_SOCTRANG,4.766230,0.001405,0.850000,0.948303,1.082715,0.113733,0.927625,1.062036
2024-02-26,HUB_VINHLONG,4.240073,0.001250,0.382500,0.990400,1.015360,0.021120,0.986560,1.011520
2024-02-26,HUB_VITHANH,5.271431,0.001554,0.467500,0.982707,1.027668,0.038044,0.975790,1.020751
2024-02-27,HUB_LONGXUYEN,5.707353,0.001683,0.153000,1.010994,1.000000,0.000000,1.000000,1.000000
2024-02-27,HUB_SOCTRANG,5.612470,0.001655,0.850000,0.948268,1.082771,0.113810,0.927576,1.062078
2024-02-27,HUB_VINHLONG,4.842847,0.001428,0.382500,0.990375,1.015400,0.021175,0.986525,1.011550
2024-02-27,HUB_VITHANH,5.391285,0.001590,0.467500,0.982702,1.027676,0.038055,0.975783,1.020757
2024-02-28,HUB_LONGXUYEN,6.837154,0.002016,0.153000,1.010948,1.000000,0.000000,1.000000,1.000000
2024-02-28,HUB_SOCTRANG,7.124894,0.002101,0.850000,0.948206,1.082871,0.113947,0.927488,1.062153
2024-02-28,HUB_VINHLONG,6.396149,0.001886,0.382500,0.990311,1.015502,0.021316,0.986435,1.011627
2024-02-28,HUB_VITHANH,6.617730,0.001951,0.467500,0.982652,1.027757,0.038166,0.975713,1.020818
